country_code,country,year,health_expenditure_gdp
AFG,Afghanistan,2007,1.49932620314326
AFG,Afghanistan,2007,0.877092233337304
AFG,Afghanistan,2007,2.37641843648056
AFG,Afghanistan,2007,0
AFG,Afghanistan,2007,2.37641843648056
AFG,Afghanistan,2007,2.37641843648056
AFG,Afghanistan,2008,1.34381170483233
AFG,Afghanistan,2008,2.31331858424625
AFG,Afghanistan,2008,2.31331858424625
AFG,Afghanistan,2008,2.31331858424625
AFG,Afghanistan,2008,0
AFG,Afghanistan,2008,0.969506879413926
AFG,Afghanistan,2009,2.22269035976789
AFG,Afghanistan,2009,1.30610672475558
AFG,Afghanistan,2009,2.22269035976789
AFG,Afghanistan,2009,0
AFG,Afghanistan,2009,0.91658363501231
AFG,Afghanistan,2009,2.22269035976789
AFG,Afghanistan,2010,1.67038827532269
AFG,Afghanistan,2010,0.892245696983599
AFG,Afghanistan,2010,0
AFG,Afghanistan,2010,2.56263397230629
AFG,Afghanistan,2010,2.56263397230629
AFG,Afghanistan,2010,2.56263397230629
AFG,Afghanistan,2011,0
AFG,Afghanistan,2011,3.73088912285056
AFG,Afghanistan,2011,3.73088912285056
AFG,Afghanistan,2011,3.73088912285056
AFG,Afghanistan,2011,2.87741010117847
AFG,Afghanistan,2011,0.853479021672094
AFG,Afghanistan,2012,0
AFG,Afghanistan,2012,2.18668832425038
AFG,Afghanistan,2012,1.39373576085991
AFG,Afghanistan,2012,2.18668832425038
AFG,Afghanistan,2012,2.18668832425038
AFG,Afghanistan,2012,0.792952563390468
AFG,Afghanistan,2013,0
AFG,Afghanistan,2013,0.899026700632556
AFG,Afghanistan,2013,0.920580182262209
AFG,Afghanistan,2013,1.81960688289477
AFG,Afghanistan,2013,1.81960688289477
AFG,Afghanistan,2013,1.81960688289477
AFG,Afghanistan,2014,1.09020276451832
AFG,Afghanistan,2014,2.09934704917945
AFG,Afghanistan,2014,1.00914428466113
AFG,Afghanistan,2014,0
AFG,Afghanistan,2014,2.09934704917945
AFG,Afghanistan,2014,2.09934704917945
AFG,Afghanistan,2015,0
AFG,Afghanistan,2015,1.50644573786368
AFG,Afghanistan,2015,1.50644573786368
AFG,Afghanistan,2015,0.309180513243361
AFG,Afghanistan,2015,1.19726522462031
AFG,Afghanistan,2015,1.50644573786368
AFG,Afghanistan,2016,1.87985759076096
AFG,Afghanistan,2016,1.87985759076096
AFG,Afghanistan,2016,0
AFG,Afghanistan,2016,1.21547108861292
AFG,Afghanistan,2016,0.664386502148047
AFG,Afghanistan,2016,1.87985759076096
AFG,Afghanistan,2017,2.0053039823787
AFG,Afghanistan,2017,0.644556433725876
AFG,Afghanistan,2017,2.0053039823787
AFG,Afghanistan,2017,2.0053039823787
AFG,Afghanistan,2017,0
AFG,Afghanistan,2017,1.36074754865282
ALB,Albania,2007,2.4964547619474
ALB,Albania,2008,2.47189450228981
ALB,Albania,2010,2.63446478144812
ALB,Albania,2011,2.70575952984581
ALB,Albania,2011,0.0066298941643897
ALB,Albania,2011,2.22446750282219
ALB,Albania,2011,1.08085420014921
ALB,Albania,2011,2.22446750282219
ALB,Albania,2011,2.70468619895709
ALB,Albania,2012,0.0066303474919227
ALB,Albania,2012,2.80714972346721
ALB,Albania,2012,2.32726847613142
ALB,Albania,2012,2.32726847613142
ALB,Albania,2012,2.80720824639404
ALB,Albania,2012,1.15891526436984
ALB,Albania,2013,2.79813534631179
ALB,Albania,2013,0.0032687614412406
ALB,Albania,2013,2.79893457440948
ALB,Albania,2013,2.2838828042118
ALB,Albania,2013,2.2838828042118
ALB,Albania,2013,1.20808919340142
ALB,Albania,2014,2.18013108721642
ALB,Albania,2014,2.18013108721642
ALB,Albania,2014,2.74492459757695
ALB,Albania,2014,2.74411760534329
ALB,Albania,2014,1.18401671182013
ALB,Albania,2014,8.206093317414e-4
ALB,Albania,2015,0.003173659164386
ALB,Albania,2015,2.74041494798765
ALB,Albania,2015,2.2279868199162
ALB,Albania,2015,2.2279868199162
ALB,Albania,2015,2.73723919722013
ALB,Albania,2015,1.20268853830971
ALB,Albania,2016,2.839594745224
ALB,Albania,2016,2.17098560846835
ALB,Albania,2016,2.17098560846835
ALB,Albania,2016,1.31986250969819
ALB,Albania,2016,0.0037854526332064
ALB,Albania,2016,2.83834311458119
ALB,Albania,2017,2.92470139596318
ALB,Albania,2017,2.07104398872655
ALB,Albania,2017,2.07104398872655
ALB,Albania,2017,0.0034237355143227
ALB,Albania,2017,1.46173127851248
ALB,Albania,2017,2.92366376355735
DZA,Algeria,2007,1.39122827845362
DZA,Algeria,2008,1.62083308337307
DZA,Algeria,2009,2.30831438402948
AGO,Angola,2007,1.83628143963598
AGO,Angola,2008,1.81897604198222
AGO,Angola,2009,1.79513866261558
AGO,Angola,2010,1.52036224419104
AGO,Angola,2011,1.68269668274444
AGO,Angola,2012,1.74314007774984
AGO,Angola,2013,2.40626687751595
AGO,Angola,2014,1.92814549514045
AGO,Angola,2015,1.3849066453317
AGO,Angola,2016,1.19130503832963
AGO,Angola,2017,1.03925807044492
ARG,Argentina,2014,0.232721093487551
ARG,Argentina,2014,1.03338080149907
ARG,Argentina,2014,1.63846001225015
ARG,Argentina,2014,0.634342689873996
ARG,Argentina,2014,1.67687378820329
ARG,Argentina,2015,0.260688705079035
ARG,Argentina,2015,1.0562085964105
ARG,Argentina,2015,1.74471553928972
ARG,Argentina,2015,0.688506942879221
ARG,Argentina,2015,1.81271671397898
ARG,Argentina,2016,1.94270175521815
ARG,Argentina,2016,0.263631251535466
ARG,Argentina,2016,1.31824862341178
ARG,Argentina,2016,0.64640214712414
ARG,Argentina,2016,1.98270705628211
ARG,Argentina,2017,1.87229797296741
ARG,Argentina,2017,0.296649364262336
ARG,Argentina,2017,0.601236097344715
ARG,Argentina,2017,1.28133745276036
ARG,Argentina,2017,1.87229703490121
ARM,Armenia,2010,1.62218242301239
ARM,Armenia,2010,0.0103519946967269
ARM,Armenia,2011,0.0047380248143329
ARM,Armenia,2011,1.6758420237708
ARM,Armenia,2012,1.5117660177564
ARM,Armenia,2012,0.007078467033739
ARM,Armenia,2013,0.0037618197160608
ARM,Armenia,2013,1.42578273401957
ARM,Armenia,2013,1.42954455373563
ARM,Armenia,2013,1.41265108541763
ARM,Armenia,2013,0.075514993706041
ARM,Armenia,2013,1.42578273401957
ARM,Armenia,2014,1.58731297884866
ARM,Armenia,2015,1.70669495196439
ARM,Armenia,2016,2.10064543370144
ARM,Armenia,2017,0.0050934943995709
ARM,Armenia,2017,1.52294501992841
ARM,Armenia,2017,1.51785152552884
ARM,Armenia,2017,1.49547187144605
ARM,Armenia,2017,0.161517142773808
ARM,Armenia,2017,1.51785152552884
AUS,Australia,2007,3.52150302606398
AUS,Australia,2007,3.52150302606398
AUS,Australia,2007,0.02605249887621
AUS,Australia,2007,5.91471206689928
AUS,Australia,2007,3.34081349148525
AUS,Australia,2007,3.52150302606398
AUS,Australia,2008,3.5885936329967
AUS,Australia,2008,3.5885936329967
AUS,Australia,2008,0.0252575337475461
AUS,Australia,2008,3.5885936329967
AUS,Australia,2008,3.37228552346643
AUS,Australia,2008,5.96409706340693
AUS,Australia,2009,3.89326261574431
AUS,Australia,2009,0.0248270605471916
AUS,Australia,2009,6.42348798061908
AUS,Australia,2009,3.89326261574431
AUS,Australia,2009,3.89326261574431
AUS,Australia,2009,3.63463422386576
AUS,Australia,2010,6.41848062706421
AUS,Australia,2010,3.79066293539814
AUS,Australia,2010,0.0225019533454614
AUS,Australia,2010,3.6060296439414
AUS,Australia,2010,3.79066293539814
AUS,Australia,2010,3.79066293539814
AUS,Australia,2011,3.83309658365099
AUS,Australia,2011,3.83309658365099
AUS,Australia,2011,0.0230277388872424
AUS,Australia,2011,3.83309658365099
AUS,Australia,2011,3.66454443570117
AUS,Australia,2011,6.45689622869679
AUS,Australia,2012,4.09665605631516
AUS,Australia,2012,4.09665605631516
AUS,Australia,2012,0.0262673848178476
AUS,Australia,2012,6.85301550237693
AUS,Australia,2012,4.09665605631516
AUS,Australia,2012,3.86513347857393
AUS,Australia,2013,3.91202564409887
AUS,Australia,2013,3.91202564409887
AUS,Australia,2013,0.0260750707023311
AUS,Australia,2013,3.91202564409887
AUS,Australia,2013,3.85267138780579
AUS,Australia,2013,6.69969933977156
AUS,Australia,2014,3.84726935595422
AUS,Australia,2014,0.0265243441422101
AUS,Australia,2014,3.951197685689
AUS,Australia,2014,6.71301403311329
AUS,Australia,2014,3.951197685689
AUS,Australia,2014,3.951197685689
AUS,Australia,2015,0.0267329415757055
AUS,Australia,2015,6.81043048580713
AUS,Australia,2015,4.01372535137339
AUS,Australia,2015,4.01372535137339
AUS,Australia,2015,4.01372535137339
AUS,Australia,2015,3.93731064166384
AUS,Australia,2016,0.0257280538817275
AUS,Australia,2016,4.06391390227461
AUS,Australia,2016,4.09611812532565
AUS,Australia,2016,6.96535543865743
AUS,Australia,2016,4.06391390227461
AUS,Australia,2016,4.06391390227461
AUS,Australia,2017,4.23016558371645
AUS,Australia,2017,7.1408116465801
AUS,Australia,2017,4.15085899744043
AUS,Australia,2017,0.0249185844912058
AUS,Australia,2017,4.15085899744043
AUS,Australia,2017,4.15085899744043
AUT,Austria,2007,7.36070399819704
AUT,Austria,2007,1.65222305953278
AUT,Austria,2007,2.29195219347978
AUT,Austria,2007,1.11168118657079
AUT,Austria,2007,4.62994316461134
AUT,Austria,2008,1.20728045400033
AUT,Austria,2008,7.51263182870209
AUT,Austria,2008,2.3733302378559
AUT,Austria,2008,4.6653224941696
AUT,Austria,2008,1.6815897500663
